zid,function_zid,label,analysis_category,has_while,has_for_range,has_recursion,has_int_arithmetic,loc,c_status,c_quality,c_approximations,c_has_precond,its_status,its_quality,its_approximations,its_has_precond,its_modulo_abstracted,aprove_c_result,aprove_c_verdict_corrected,aprove_c_failure_reason,muval_c_result,muval_c_verdict_corrected,muval_c_failure_reason,verymax_result,verymax_verdict_corrected,verymax_failure_reason,koat_result,koat_verdict_corrected,koat_failure_reason,t2_result,t2_verdict_corrected,t2_failure_reason
Z25764,Z25763,"Spanish personal pronoun, python",NO_LOOP,0,0,0,0,29,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25766,Z24918,"years between, python",NO_LOOP,0,0,0,1,18,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25798,Z25792,"QID from unit symbol, python dictionary",NO_LOOP,0,0,0,0,3197,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25819,Z23393,"test cases of function, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25826,Z25820,"same calendar year, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25858,Z11019,"italicise in Wikitext, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25900,Z25897,"first weekday of the month, python",NO_LOOP,0,0,0,1,13,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25906,Z25901,"last weekday of the month, python",NO_LOOP,0,0,0,1,18,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25919,Z25917,"round Time of Day to nearest second, python",NO_LOOP,0,0,0,1,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25968,Z25966,"US CPI for year number, py",NO_LOOP,0,0,0,0,787,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z25977,Z25974,"dir attribute, py",NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26154,Z26139,"display Day of Roman year, Cantonese (simple), py",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26213,Z26209,degrees arcminutes arcseconds to decimal values py,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26249,Z26243,"display Day of Roman year, sr-cyrl, python",NO_LOOP,0,0,0,1,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26261,Z26258,"display Gregorian year in sr-cyrl, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26265,Z26254,"display date, Serbian (cyrillic), python",NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26293,Z26286,Z26293,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26303,Z26280,Z26303,NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26314,Z26304,"round float64 (ties to even), Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26327,Z25930,"(#) return geo-coord, python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26355,Z26354,Convert month number to Malayalam month (python),NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26375,Z26369,"is valid python datetime date, try-catch in python",NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26376,Z26369,"is valid python datetime date, python",NO_LOOP,0,0,0,1,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26390,Z26385,"time in 24-hour format delimited by period, py",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26405,Z26214,"QID from globe name, python dictionary",NO_LOOP,0,0,0,0,2453,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26422,Z26414,"remove first and last character, py",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26431,Z26428,"UK CPI per year, py",NO_LOOP,0,0,0,0,1633,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26481,Z25932,"same Wikidata geo-coordinate, py",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26482,Z25286,"identical quantity (including bounds), python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26500,Z26499,"AU-road CPI per year, Python",NO_LOOP,0,0,0,1,45,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26509,Z26504,"month from date, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26832,Z26830,SSHWS cat py,NO_LOOP,0,0,0,0,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26848,Z25073,"Python, str() function",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26869,Z26858,"integer modulo natural, result between 1-M, python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26908,Z26904,"advance N elements, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z26916,Z16676,using python - multiply by -1,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27055,Z27053,convert digits to lower indexes (subscript) - Py,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27091,Z26107,"monolingual text from string, Python",NO_LOOP,0,0,0,0,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27162,Z27159,"replace last character, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27186,Z27182,Z27186,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27228,Z25187,"fraction of regular day to time of day, python",NO_LOOP,0,0,0,1,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27229,Z25207,"time as fraction of day, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27237,Z27232,Z27237,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27301,Z27298,"Arabic definite article, py",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27388,Z27385,"enclose string, Python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27422,Z27417,Z27422,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27452,Z27450,"equation of time, python",NO_LOOP,0,0,0,1,23,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27578,Z27574,"Breton indefinite article, Python",NO_LOOP,0,0,0,1,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27596,Z16272,"twelve months, py",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27634,Z27632,"list variance, python",NO_LOOP,0,0,0,1,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27638,Z21653,"natural number as rational number, py",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27642,Z27641,"Luxembourgish name of month, Python",NO_LOOP,0,0,0,0,16,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27656,Z27655,"Luxembourgish date from Gregorian, Python",NO_LOOP,0,0,0,1,22,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27706,Z27705,"python round(q,ndigits)",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27741,Z27737,"decimal exponent, python math.log10",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27787,Z27778,"round natural to significant figures, python",NO_LOOP,0,0,0,1,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27788,Z27783,"winning probability from ELO rating, python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27814,Z27811,"is denominator divisible, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27818,Z27815,"is denominator a factor of multiple, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27819,Z11410,"discard from start of first substring, Python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27825,Z19717,"sign of rational number, python",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27829,Z27826,"multiply natural by integer, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27853,Z27849,"join two HTML fragments, python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27860,Z27854,Z27860,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27866,Z27861,"raw HTML content as HTML fragment, Python",NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27920,Z27919,calculate_bmi python implementation ,NO_LOOP,0,0,0,1,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z27985,Z13948,Z27985,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28069,Z28066,weighted average python implementation,NO_LOOP,0,0,0,1,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28099,Z28046,"sunset solar hour (rad) with alt, python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28102,Z28100,"approx solar longitude (rad) from day of year, py",NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28104,Z27469,"declination of the sun (rad), python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28113,Z28111,"archive a web link with the Wikiwix Archive, py",NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28157,Z28154,Z28157,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28190,Z28188,"chemical element from symbol, python",NO_LOOP,0,0,0,0,192,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28319,Z866,String equality using Python equals sign,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28365,Z26950,is lower bound void? python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28367,Z26946,is upper bound void? python,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28368,Z25351,is quantity dimensionless? python=='Q199',NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28386,Z21198,"quote first element from typed pair, Python",NO_LOOP,0,0,0,0,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28390,Z28387,"quoted references from first object, Python",NO_LOOP,0,0,0,0,53,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28469,Z28467,"ZID from quoted reference, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28472,Z17534,"make pair, Python ZPair",NO_LOOP,0,0,0,0,13,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28473,Z11646,English adjective to adverb (Python),NO_LOOP,0,0,0,1,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28538,Z23723,"emulate Wikidata statement object, Python",NO_LOOP,0,0,0,0,43,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28542,Z28539,f-formatted string,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28563,Z28562,"French infinitive from past participle, Python",NO_LOOP,0,0,0,1,29,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28567,Z28565,Z28567,NO_LOOP,0,0,0,1,20,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28585,Z28580,Python equality,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28589,Z28587,make opaque in Python,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28634,Z28630,"substring by index, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28663,Z28661,"element by index, Python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28690,Z28688,"has custom converters from code, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28726,Z28724,"has custom converters to code, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28765,Z28764,python - multiply circle area by angle/τ,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28841,Z28645,"fraction as hex (2 digit uppercase), py",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28842,Z28628,"read RRGGBBaa format, py",NO_LOOP,0,0,0,0,7,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28844,Z28833,Z28844,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28862,Z28855,return < 1,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28869,Z28735,"every nth item of list, Python list comprehension",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28882,Z28875,year > 0,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28926,Z28925,a^2 + b^2 = c^2 (python),NO_LOOP,0,0,0,1,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28944,Z28940,"family name from full name of person, python",NO_LOOP,0,0,0,0,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28955,Z21642,"read float64 leniently, python",NO_LOOP,0,0,0,1,42,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z28997,Z28986,"dp from unsimplified numerator and denominator, py",NO_LOOP,0,0,0,1,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29081,Z29079,"quoted object from object, Python helper",NO_LOOP,0,0,0,0,19,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29092,Z11602,"string identity, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29093,Z26199,"return None, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29105,Z29102,"reference from ZID, Python ZReference",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29115,Z29113,"quoted ZID, Python",NO_LOOP,0,0,0,0,12,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29266,Z29265,Z29266,NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29303,Z29301,"singletons from elements, Python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29419,Z28243,"(!) arg2 Z4K1 in degenerate Z4, Python",NO_LOOP,0,0,0,0,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29432,Z29429,python max(),NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29472,Z29466,"QID as enumeration instance, Python",NO_LOOP,0,0,0,1,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29502,Z26556,"take sub-sequence of list, Python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29517,Z29515,fetch lexeme sense id for solfege syllable,NO_LOOP,0,0,0,0,14,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29520,Z29518,"pair with quote, Python",NO_LOOP,0,0,0,0,12,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29644,Z29639,"terminate sentence with full stop, python",NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29686,Z29684,Standard Deviation of List (python),NO_LOOP,0,0,0,1,12,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29887,Z29884,"round Time to nearest minute, python",NO_LOOP,0,0,0,1,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z29892,Z29890,"replace nth regex match, python",NO_LOOP,0,0,0,1,10,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30225,Z30217,"sort statements by Wikidata property type, Python",NO_LOOP,0,0,0,0,15,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30276,Z30275,clamped add bytes python,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30291,Z30290,"clamped subtract bytes, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30295,Z30294,"clamped multiply bytes, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30319,Z26184,"Solfege to Sargam, python",NO_LOOP,0,0,0,0,8,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30322,Z26491,"AT inflation index by year, python",NO_LOOP,0,0,0,0,585,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30368,Z30367,"is EAN-2,5 python",NO_LOOP,0,0,0,0,4,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30487,Z23120,"is non-empty list, python not not",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30495,Z21013,"degrees to radians, hardcoded multiplier, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30500,Z30496,"minutes to hour angle, hardcode, python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30507,Z30503,"degrees to radians, hardcoded python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30513,Z30509,"latitude from geo-coordinate (radians), python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30523,Z30519,"longitude (radians), python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30527,Z30524,"equation of time (radians), python",NO_LOOP,0,0,0,1,23,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30670,Z30664,"Dominical letter, using datetime, py",NO_LOOP,0,0,0,1,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30689,Z30688,Square Root (Python),NO_LOOP,0,0,0,1,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30778,Z30777,Z30778,NO_LOOP,0,0,0,0,17,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z30951,Z30950,"is a valid CAS Registry Number, Python",NO_LOOP,0,0,0,1,29,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31048,Z31047,arithmetic average in python,NO_LOOP,0,0,0,0,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31137,Z31135,Z31137,NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31244,Z31241,"date in Dutch, Python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31255,Z21389,"replicate object n times, Python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31296,Z31294,"list starts with, python",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31312,Z801,Z31312,NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31469,Z31465,<h2> + txt + </h2>,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31475,Z31471,html.escape,NO_LOOP,0,0,0,0,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31634,Z31633,Shapiro delay,NO_LOOP,0,0,0,1,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31635,Z31619,"generate range of Integers, Python",NO_LOOP,0,0,0,1,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31649,Z31648,"date (idwiki), python",NO_LOOP,0,0,0,1,18,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31662,Z31661,perimeter of circle with python,NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31744,Z12778,"has Korean jongseong, Python",NO_LOOP,0,0,0,1,19,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31803,Z22431,"multilingual text has language, Python: any",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31804,Z12696,"contains, Python: simple any()",NO_LOOP,0,0,0,0,2,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31945,Z31944,Z31945,NO_LOOP,0,0,0,1,5,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31948,Z31906,"reference marker HTML from string, Python",NO_LOOP,0,0,0,0,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z31950,Z27868,"string to HTML fragment, Python escape()",NO_LOOP,0,0,0,0,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32029,Z32027,"Mediant calculation, Python",NO_LOOP,0,0,0,1,3,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32038,Z32031,"perfect to participle, python",NO_LOOP,0,0,0,1,29,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32041,Z15974,"isolate imaginary part of complex number, python",NO_LOOP,0,0,0,1,9,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32044,Z32043,Z32044,NO_LOOP,0,0,0,0,6,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
Z32055,Z32053,"English simple cite web, Python implementation",NO_LOOP,0,0,0,0,11,skipped,not_attempted,0,0,skipped,not_attempted,0,0,0,,,,,,,,,,,,,,,
